# Average annual utilization of renewable technologies, calculated using regional solar irradiance data and wind resource curves to adjust default assumptions
region,supplysector,subsector,stub.technology,year,capacity.factor
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2060,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2065,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2070,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.27372128
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.259618517
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.130216352
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.276146447
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.243079329
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.240659276
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.25478562
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.209226928
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.237728709
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.199958443
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.232851932
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2075,0.218840056
USA,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.200000279
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.282363716
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.280199153
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.275541762
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.273568227
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.272521652
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.246714494
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.129780734
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.25133217
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.214675695
China,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.239885029
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.165519569
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.183181869
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.162879869
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.219534769
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.109905752
India,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.247360719
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.231764576
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.18912206
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.268432483
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2080,0.27372128
